CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50046480,"DUNKIN',' BASKIN ROBBINS",Manhattan,289,7 AVENUE,10001.0,2122294799,Donuts,10/29/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,10/29/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.74624687945,-73.99406684977,105.0,3.0,9500.0,1015031.0,1008020004.0,MN17,POINT (-73.994066849772 40.746246879445)
50141004,ARMANDO'S PIZZA,Brooklyn,1413,ROCKAWAY PARKWAY,11236.0,9178865374,Pizza,08/08/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.64551102921,-73.90272703585,318.0,46.0,97400.0,3229402.0,3081660016.0,BK50,POINT (-73.902727035845 40.64551102921)
50109652,FRESH & HEALTHY 187,Bronx,621,EAST  187 STREET,10458.0,9179811751,"Juice, Smoothies, Fruit Salads",07/28/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,64.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.85515223195,-73.88676309252,206.0,15.0,38900.0,2012223.0,2030760028.0,BX06,POINT (-73.886763092515 40.85515223195)
50109395,KENNEDY FRIED CHICKEN,Brooklyn,938,UTICA AVENUE,11203.0,7187031570,Chicken,01/26/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,8.0,A,01/26/2023,04/15/2026,Cycle Inspection / Re-inspection,40.65034543433,-73.93024192262,317.0,45.0,86000.0,3102841.0,3046970034.0,BK91,POINT (-73.930241922624 40.65034543433)
50100293,NOODS AND CHILL,Brooklyn,170,SOUTH    3 STREET,11211.0,7183081510,Thai,05/19/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,44.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71204071019,-73.96125960547,301.0,34.0,55100.0,3321297.0,3024310022.0,BK73,POINT (-73.961259605472 40.712040710185)
50011935,MANUEL E,Queens,103-28,CORONA AVENUE,11368.0,7186990003,Latin American,01/04/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,01/04/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.74407491961,-73.85944590067,404.0,21.0,41300.0,4047413.0,4019290071.0,QN25,POINT (-73.859445900668 40.744074919614)
50075523,JOYO,Queens,79-17,MYRTLE AVENUE,11385.0,2129667199,Chinese/Japanese,12/18/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,12/18/2024,04/15/2026,Cycle Inspection / Re-inspection,40.70280896203,-73.87016915035,405.0,32.0,63302.0,4093415.0,4038280084.0,QN19,POINT (-73.870169150352 40.702808962025)
40827287,AJISEN RAMEN,Manhattan,14,MOTT STREET,10013.0,2122679680,Japanese,07/01/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22.0,B,07/01/2024,04/15/2026,Cycle Inspection / Re-inspection,40.7140893549,-73.99871943539,103.0,1.0,2900.0,1001685.0,1001620008.0,MN27,POINT (-73.998719435387 40.714089354897)
50149715,ISLAND KRAVE,Brooklyn,1137,NOSTRAND AVENUE,11225.0,3058903940,Caribbean,01/06/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,01/06/2026,04/15/2026,Cycle Inspection / Initial Inspection,40.65982273567,-73.95052767078,309.0,40.0,80400.0,3106905.0,3048010007.0,BK60,POINT (-73.950527670779 40.65982273567)
50054222,CHEZ OSKAR,Brooklyn,373,DECATUR STREET,11233.0,9179304302,French,03/06/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9.0,,,04/15/2026,Cycle Inspection / Compliance Inspection,40.6819235363,-73.92930378723,303.0,36.0,29700.0,3047163.0,3016760047.0,BK61,POINT (-73.929303787234 40.681923536304)
50154414,FU FAN RESTAURANT,Queens,85-05,WHITNEY AVENUE,11373.0,7184247300,Chinese,09/30/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,73.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.74135632845,-73.88008626314,404.0,25.0,46900.0,4039029.0,4015610034.0,QN29,POINT (-73.880086263143 40.741356328454)
41235545,FAVELA,Queens,33-18,28 AVENUE,11103.0,7185458250,Brazilian,03/26/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12.0,A,03/26/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.76761608087,-73.91827737113,401.0,22.0,6501.0,4009145.0,4006270024.0,QN70,POINT (-73.918277371132 40.767616080869)
41077507,LA NUEVA ESTRELLA BAR & RESTAURANT,Bronx,390,EAST  204 STREET,10467.0,7186534111,Latin American,10/20/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.87131968272,-73.87703428978,207.0,11.0,42500.0,2017896.0,2033310048.0,BX43,POINT (-73.877034289783 40.871319682722)
41505961,CARIBBEAN CABANA RESTAURANT & LOUNGE,Queens,116-02,JAMAICA AVENUE,11418.0,7188490500,Caribbean,12/02/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,21.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.6991544891,-73.83318886844,409.0,29.0,12200.0,4442216.0,4093260001.0,QN54,POINT (-73.833188868435 40.699154489097)
50069760,RANCHO ESTRELLA RESTAURANT,Bronx,616,EAST  187 STREET,10458.0,3472716978,Mexican,11/25/2022,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,21.0,B,11/25/2022,04/15/2026,Cycle Inspection / Re-inspection,40.85527052212,-73.88703400888,206.0,15.0,39100.0,2012144.0,2030730050.0,BX06,POINT (-73.887034008876 40.855270522123)
41152741,BEACH CAFE,Manhattan,1326,2 AVENUE,10021.0,2129887299,American,09/27/2022,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,20.0,B,09/27/2022,04/15/2026,Cycle Inspection / Re-inspection,40.76739095916,-73.95937890186,108.0,5.0,12600.0,1044831.0,1014440049.0,MN31,POINT (-73.959378901861 40.767390959157)
50085035,STORE HOUSE,Manhattan,757,6 AVENUE,10010.0,6464766276,American,11/13/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,19.0,B,11/13/2024,04/15/2026,Cycle Inspection / Re-inspection,40.74432540467,-73.99177539057,104.0,3.0,9100.0,1015012.0,1008010034.0,MN13,POINT (-73.991775390574 40.744325404669)
50045070,THE LAZY LLAMA COFFEE BAR,Manhattan,72,EAST    1 STREET,10003.0,6464101938,Coffee/Tea,02/06/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,02/06/2025,04/15/2026,Cycle Inspection / Re-inspection,40.72337709977,-73.98870059301,103.0,2.0,3602.0,1079099.0,1004437503.0,MN22,POINT (-73.988700593011 40.723377099773)
40710411,DONATO'S PIZZERIA,Queens,50-22,39 AVENUE,11377.0,7185074591,Pizza,11/13/2024,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,15.0,B,11/13/2024,04/15/2026,Cycle Inspection / Re-inspection,40.74883260848,-73.91307450446,402.0,26.0,16900.0,4000923.0,4001290037.0,QN31,POINT (-73.913074504463 40.748832608482)
50160956,BAR 42,Manhattan,400,WEST   42 STREET,10036.0,3474682700,American,01/17/2026,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.75849667448,-73.99283486771,104.0,3.0,11500.0,1089690.0,1010517503.0,MN15,POINT (-73.992834867711 40.758496674482)
50083089,BUONA NOTTE,Manhattan,120,MULBERRY STREET,10013.0,2129651111,Italian,07/07/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,07/07/2022,04/15/2026,Cycle Inspection / Initial Inspection,40.71777831586,-73.99814939114,102.0,1.0,4100.0,1002633.0,1002050011.0,MN24,POINT (-73.998149391137 40.717778315856)
50165676,U BEST BAKERY,Queens,41-12,MAIN STREET,11355.0,9172778898,Bakery Products/Desserts,08/18/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13.0,A,08/18/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.75784844854,-73.82930897667,407.0,20.0,84900.0,4311723.0,4050410035.0,QN22,POINT (-73.829308976665 40.757848448537)
50119040,B'AIRES BAKERY,Queens,90-09,ROOSEVELT AVENUE,11372.0,5168079352,Bakery Products/Desserts,11/14/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,33.0,C,11/14/2024,04/15/2026,Cycle Inspection / Re-inspection,40.74845281865,-73.87611787139,403.0,21.0,27500.0,4036371.0,4014780040.0,QN28,POINT (-73.876117871392 40.748452818653)
50116979,CAFE HUGO,Manhattan,523,GREENWICH STREET,10013.0,3476108800,American,09/30/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.72635811789,-74.0090233352,102.0,3.0,3700.0,1089705.0,1005970005.0,MN24,POINT (-74.009023335203 40.726358117885)
50109092,MILK & HOPS,Manhattan,166,9 AVENUE,10011.0,2129891999,American,12/15/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,53.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.7447154261,-74.00260561777,104.0,3.0,8900.0,1013243.0,1007440001.0,MN13,POINT (-74.002605617769 40.744715426101)
50179437,QUEENS BUFFET & CAJUN SEAFOOD,Queens,90-10,ATLANTIC AVENUE,11416.0,2158695019,Chinese,12/23/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,41.0,C,12/23/2025,04/15/2026,Pre-permit (Operational) / Re-inspection,40.68718860961,-73.85217444729,409.0,32.0,3400.0,4187477.0,4090270102.0,QN53,POINT (-73.852174447288 40.687188609605)
50037988,BANH MI PLACE,Brooklyn,824B,WASHINGTON AVE,11238.0,7185522660,Southeast Asian,05/19/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,0.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.67331525153,-73.96291165128,308.0,35.0,21500.0,,3.0,BK64,POINT (-73.962911651284 40.673315251533)
50082809,COZY CORNER BAR,Queens,60-01,70 AVENUE,11385.0,7183818397,American,01/17/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.70161892992,-73.89857666529,405.0,30.0,58300.0,4084420.0,4035160052.0,QN20,POINT (-73.898576665288 40.70161892992)
41682323,DUNKIN',Brooklyn,4912,FORT HAMILTON PARKWAY,11219.0,3474924294,Donuts,11/23/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,9.0,A,11/23/2022,04/15/2026,Cycle Inspection / Re-inspection,40.63825942147,-73.99783453131,312.0,44.0,11400.0,3137606.0,3056390014.0,BK88,POINT (-73.997834531309 40.638259421471)
41251337,ATLANTIC DINER,Queens,111-16,ATLANTIC AVENUE,11419.0,7188496673,American,05/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,05/31/2024,04/15/2026,Cycle Inspection / Re-inspection,40.69218477055,-73.83458027445,409.0,29.0,11800.0,4000000.0,4093970004.0,QN54,POINT (-73.834580274446 40.692184770551)
41562131,HAWA SMOOTHIES,Manhattan,181,EAST BROADWAY,10002.0,6468861168,"Juice, Smoothies, Fruit Salads",09/15/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,55.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71412728399,-73.98923964386,103.0,1.0,600.0,1003620.0,1002840020.0,MN28,POINT (-73.989239643856 40.71412728399)
50119707,DOUBLE HAPPY KITCHEN,Queens,85-18,JAMAICA AVENUE,11421.0,7188506003,Chinese,01/12/2023,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,01/12/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.69251913102,-73.85883739627,409.0,32.0,1000.0,4183849.0,4089220008.0,QN53,POINT (-73.858837396271 40.692519131018)
50159001,BAYA BAR,Staten Island,2110,RICHMOND ROAD,10306.0,7182335035,"Juice, Smoothies, Fruit Salads",01/17/2026,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.58150034808,-74.11176312908,502.0,50.0,11402.0,5095447.0,5035780009.0,SI45,POINT (-74.111763129075 40.581500348076)
41682200,PEKING TASTE,Staten Island,262,ARDEN AVENUE,10312.0,7189848600,Chinese,02/23/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,02/23/2023,04/15/2026,Cycle Inspection / Re-inspection,40.55307625308,-74.19173172544,503.0,51.0,17010.0,5107725.0,5060250035.0,SI48,POINT (-74.191731725436 40.553076253076)
50092107,THOMPSON CENTRAL PARK HOTEL - NEW YORK,Manhattan,118,WEST   57 STREET,10019.0,2122455000,American,07/09/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76465677789,-73.97803331057,105.0,4.0,13700.0,1023455.0,1010090019.0,MN17,POINT (-73.978033310571 40.764656777894)
50099544,PASTA EATER,Manhattan,9,EAST   17 STREET,10003.0,9176978610,Italian,08/26/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25.0,B,08/26/2024,04/15/2026,Cycle Inspection / Re-inspection,40.7376171832,-73.99149115008,105.0,3.0,5200.0,1016114.0,1008460010.0,MN13,POINT (-73.991491150081 40.737617183204)
50151585,BRISA TROPICAL RESTAURANT,Bronx,2467,GRAND CONCOURSE,10468.0,9174718178,Spanish,08/22/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34.0,C,08/22/2025,04/15/2026,Cycle Inspection / Re-inspection,40.86172225875,-73.89754343015,205.0,14.0,23703.0,2013810.0,2031660085.0,BX40,POINT (-73.897543430151 40.86172225875)
41568366,VISTA SKY LOUNGE / VISTA PENTHOUSE BALLROOM,Queens,27-05,39 AVENUE,11101.0,7187868500,American,10/09/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,10/09/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.75426851402,-73.93586441585,401.0,26.0,3100.0,4539251.0,4003860033.0,QN68,POINT (-73.935864415854 40.754268514017)
50129402,HONG KONG KEI ONE,Staten Island,4207,HYLAN BOULEVARD,10308.0,9178860066,Chinese,06/15/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,43.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.53751765659,-74.15022384033,503.0,51.0,15601.0,5067852.0,5052860037.0,SI54,POINT (-74.150223840325 40.537517656586)
50017219,OGAWA,Manhattan,36,EAST    4 STREET,10003.0,2125336527,Japanese,08/17/2022,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.72742043621,-73.99226095013,102.0,2.0,5502.0,1008516.0,1005310031.0,MN23,POINT (-73.992260950127 40.727420436211)
40513416,BURGER KING,Staten Island,950,JEWETT AVENUE,10314.0,7187208498,Hamburgers,06/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.61291356009,-74.1307574723,501.0,50.0,19700.0,5155152.0,5004570001.0,SI07,POINT (-74.130757472302 40.612913560092)
50101521,PUMPERNICKEL BAGEL,Queens,23-10,44 DRIVE,11101.0,7183619422,American,03/28/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74754011121,-73.94448931382,402.0,26.0,1900.0,4000674.0,4000790029.0,QN31,POINT (-73.944489313823 40.747540111206)
50105430,Juice & Tings,Brooklyn,496,EAST   96 STREET,11212.0,3472406283,"Juice, Smoothies, Fruit Salads",03/25/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,34.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.6560723878,-73.91588808257,317.0,42.0,89000.0,3102639.0,3046920043.0,BK96,POINT (-73.915888082566 40.656072387803)
50136943,LUCY'S VIETNAMESE,Brooklyn,649,GRAND STREET,11211.0,9175360179,Other,10/03/2023,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,10/03/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.7114116389,-73.94634469958,301.0,34.0,50300.0,3069393.0,3027810034.0,BK90,POINT (-73.946344699581 40.711411638895)
41220121,LA ANTIOQUENA BAKERY # 1,Queens,90-51,CORONA AVENUE,11373.0,7187603333,Bakery Products/Desserts,11/19/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,11/19/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.74221718362,-73.87402921418,404.0,25.0,47100.0,4039578.0,4015860031.0,QN29,POINT (-73.874029214178 40.742217183617)
50132002,FATHER AND SON SOULFOOD CATERING,Brooklyn,1512,PITKIN AVENUE,11212.0,9296145909,Soul Food,09/17/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9.0,A,09/17/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.66862563963,-73.91778271267,316.0,41.0,90000.0,3080924.0,3035140036.0,BK81,POINT (-73.917782712668 40.668625639625)
50092238,LEO'S PIZZA,Brooklyn,8502,3 AVENUE,11209.0,7189211900,Pizza,02/27/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.62418006021,-74.03077484518,310.0,47.0,6200.0,3153076.0,3060330040.0,BK31,POINT (-74.03077484518 40.62418006021)
41163622,POPEYES,Manhattan,601,WEST  191 STREET,10040.0,2127953614,Chicken,12/16/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,12/16/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.85563643864,-73.92934978725,112.0,10.0,27900.0,1064029.0,1021690034.0,MN35,POINT (-73.92934978725 40.85563643864)
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475.0,9179811148,Thai,09/28/2023,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,,,04/15/2026,Administrative Miscellaneous / Re-inspection,40.86590540979,-73.83042974792,210.0,12.0,46201.0,2120098.0,2051410006.0,BX13,POINT (-73.830429747919 40.865905409786)
50108999,DOUGH DONUT,Brooklyn,646,VANDERBILT AVENUE,11238.0,7185409440,Donuts,06/15/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,,04/15/2026,Inter-Agency Task Force / Initial Inspection,40.67695941197,-73.96912499629,308.0,35.0,16300.0,3028742.0,3011580047.0,BK64,POINT (-73.969124996288 40.676959411969)
50011568,IL FALCO,Queens,21-50,44 DRIVE,11101.0,7187070009,Italian,10/09/2024,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,4.0,A,10/09/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.7480133695,-73.94693947576,402.0,26.0,700.0,4000668.0,4000780136.0,QN31,POINT (-73.946939475755 40.748013369495)
50143759,SMART JUICE BAR AND GRILL,Queens,170-16A,HILLSIDE AVENUE,11432.0,9292188261,Bangladeshi,05/15/2025,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,33.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71115001728,-73.79175314291,412.0,27.0,46200.0,4210211.0,4098260052.0,QN61,POINT (-73.791753142911 40.711150017276)
50127046,XI'AN FAMOUS FOODS,Brooklyn,648,MANHATTAN AVENUE,11222.0,6462098242,Chinese,07/21/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,07/21/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.72442399066,-73.95115418542,301.0,33.0,56900.0,3066107.0,3026470041.0,BK76,POINT (-73.951154185424 40.724423990664)
40402424,ANGLERS CLUB OF NEW YORK,Manhattan,101,BROAD STREET,10004.0,2124257333,American,07/08/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,5.0,A,07/08/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.70336770718,-74.01157010716,101.0,1.0,900.0,1086063.0,1000070033.0,MN25,POINT (-74.01157010716 40.703367707178)
50144629,GREENBERG'S BAGELS 3,Manhattan,34,CARMINE STREET,10014.0,9046379037,Bagels/Pretzels,12/03/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73012425078,-74.00305605698,102.0,3.0,6700.0,1008363.0,1005270064.0,MN23,POINT (-74.003056056983 40.73012425078)
50163383,FRIED DAY,Staten Island,229,BROAD STREET,10304.0,9293044584,Chicken,09/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,65.0,,,04/15/2026,Pre-permit (Operational) / Re-inspection,40.62377867432,-74.08217984244,501.0,49.0,2100.0,5106864.0,5005410027.0,SI37,POINT (-74.082179842442 40.623778674324)
50172076,CLOVER SMOOTHIE & TEA,Brooklyn,136,SMITH STREET,11201.0,3474220404,"Juice, Smoothies, Fruit Salads",01/08/2026,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,58.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.6870666718,-73.99024282214,302.0,33.0,4300.0,3001224.0,3001930024.0,BK38,POINT (-73.990242822138 40.6870666718)
50170276,BRIDGEWATER,Brooklyn,295,5 AVENUE,11215.0,7327785266,American,12/16/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,12/16/2025,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.67352305427,-73.98265984534,306.0,39.0,13500.0,3339178.0,3009700002.0,BK37,POINT (-73.982659845344 40.673523054265)
41702359,TONY'S PIZZA,Brooklyn,443,KNICKERBOCKER AVENUE,11237.0,7184559664,Pizza,06/02/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.69918959711,-73.91901794016,304.0,37.0,43100.0,3075091.0,3032890001.0,BK77,POINT (-73.919017940163 40.699189597107)
